,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,LotArea,LotFrontage,BsmtFinSF1,BsmtUnfSF,OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,Id,SalePrice,clusters
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10800,85.0,789,245,8,2078,3,4,3,836,1034,1050,2,8,2007,2008,410,339750,2
410,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9571,68.0,0,1276,5,1276,2,2,1,350,1276,1276,1,5,1958,1958,411,60000,0
411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34650,100.0,1056,0,5,1056,2,2,2,572,1056,1056,1,5,1955,1955,412,145000,0
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8960,56.0,0,1008,5,1028,2,2,2,360,1008,1028,1,5,1927,1950,414,115000,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11228,59.0,50,499,7,2097,3,3,3,678,1080,1080,2,9,1993,1993,415,228000,1
415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8899,73.0,24,1316,7,1340,3,3,2,396,1340,1340,2,6,2007,2007,416,181134,3
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7844,74.0,209,463,6,1400,2,2,2,440,672,672,1,6,1978,1978,417,149500,0
417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22420,86.0,1128,242,6,2624,2,2,3,864,1370,1370,2,10,1918,1950,418,239000,1
418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8160,60.0,312,444,5,1134,2,2,1,240,756,756,1,7,1940,1950,419,126000,0
419,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8450,65.0,775,281,5,1056,2,2,1,304,1056,1056,1,6,1968,1968,420,142000,0
420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7060,78.0,1309,35,7,1344,2,2,4,784,1344,1344,2,8,1997,1998,421,206300,3
422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21750,100.0,0,988,5,988,2,2,2,520,988,988,1,4,1954,1954,423,113000,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9200,80.0,986,484,8,2630,3,3,3,696,1470,1470,2,8,1998,1998,424,315000,2
424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9000,72.0,616,580,6,1196,2,2,1,297,1196,1196,1,6,1956,1956,425,139000,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3378,60.0,0,651,7,1389,2,2,1,240,651,707,1,6,1946,1992,426,135000,0
427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8593,77.0,288,619,4,907,2,2,1,352,907,907,1,5,1957,1957,428,109008,0
428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6762,64.0,664,544,7,1208,3,3,2,628,1208,1208,2,6,2007,2007,429,195400,3
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11457,130.0,1005,387,6,1412,2,3,2,576,1392,1412,2,6,1988,1988,430,175000,3
430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,21.0,387,96,6,987,2,2,1,264,483,483,1,4,1971,1971,431,85400,0
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5586,60.0,0,901,6,1198,2,2,0,0,901,1088,1,7,1920,1998,432,79900,0
432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1920,24.0,471,294,5,1365,2,2,2,440,765,765,1,6,1971,1971,433,122500,0
433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10839,100.0,0,926,6,1604,2,2,2,470,926,926,2,7,1997,1998,434,181000,3
434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,21.0,495,135,4,630,2,2,0,0,630,630,1,3,1972,1972,435,81000,0
435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10667,43.0,385,70,7,1661,3,3,2,550,799,827,2,6,1996,1996,436,212000,3
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4400,40.0,0,648,6,1118,2,2,2,440,648,734,1,6,1920,1950,437,116000,0
437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000,50.0,0,884,6,904,3,2,1,180,884,904,1,4,1926,2004,438,119000,0
438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4280,40.0,365,75,5,694,2,3,1,352,440,694,1,4,1913,2002,439,90350,0
439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12354,67.0,0,684,6,1196,2,3,2,528,684,684,1,7,1920,2000,440,110000,0
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15431,105.0,1767,788,10,2402,4,4,3,672,3094,2402,2,10,2008,2008,441,555000,4
441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12108,92.0,133,1307,4,1440,2,1,0,0,1440,1440,2,8,1955,1955,442,118000,0
442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6240,52.0,0,1078,5,1573,2,2,2,360,1078,1128,2,8,1930,1992,443,162900,3
443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3922,53.0,0,1258,7,1258,3,3,3,648,1258,1258,2,6,2006,2007,444,172500,3
444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8750,70.0,642,273,7,1908,3,3,2,493,915,933,2,8,1994,1995,445,210000,3
445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9855,73.0,0,1436,6,1689,2,2,2,480,1436,1689,1,7,1956,1956,446,127500,0
446,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16492,137.0,247,557,6,1888,3,3,2,578,1517,1888,2,6,1966,2002,447,190000,3
448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8600,50.0,0,780,6,1376,2,2,1,198,780,780,2,7,1937,1950,449,119500,0
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000,50.0,331,318,3,1183,2,2,1,308,649,679,1,6,1948,2002,450,120000,0
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5684,70.0,0,813,6,813,2,3,1,270,813,813,1,5,1930,2005,451,110000,0
451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70761,62.0,655,878,7,1533,2,3,2,576,1533,1533,2,5,1975,1975,452,280000,2
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9000,75.0,0,768,8,1590,3,3,2,676,768,786,2,6,2008,2008,454,210000,3
454,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9297,63.0,1606,122,5,1728,2,2,2,560,1728,1728,2,8,1976,1976,455,188000,3
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9600,80.0,916,326,7,1242,2,2,2,528,1242,1242,1,6,1973,1973,456,175500,3
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4571,34.0,0,624,5,1344,2,2,3,513,624,624,1,7,1916,1950,457,98000,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8004,75.0,544,288,8,1935,3,2,2,552,832,832,2,8,2009,2009,461,263435,1
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7200,60.0,350,0,7,1135,3,3,2,576,560,575,1,6,1936,2007,462,155000,0
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8281,60.0,553,0,5,864,2,2,1,360,864,864,1,5,1965,1965,463,62383,0
463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11988,74.0,326,389,6,1660,2,2,1,240,715,849,1,6,1934,1995,464,188700,3
464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8430,60.0,616,424,5,1040,2,2,0,0,1040,1040,2,5,1978,1978,465,124000,0
466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10628,85.0,778,499,7,1277,2,2,2,526,1277,1277,1,5,1970,1970,467,167000,3
467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9480,79.0,386,342,5,1644,2,3,1,312,728,888,1,7,1942,1995,468,146500,0
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11428,98.0,0,1626,8,1634,3,3,3,866,1626,1634,2,7,2006,2006,469,250000,1
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9291,76.0,426,406,6,1710,3,3,2,506,832,832,2,7,1993,1993,470,187000,3
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11952,92.0,0,808,7,1969,2,2,2,534,808,1161,2,8,1977,1977,472,190000,3
472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3675,35.0,459,88,6,1072,2,2,2,525,547,1072,1,5,2005,2005,473,148000,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14977,110.0,1350,626,8,1976,3,3,3,908,1976,1976,2,7,2006,2007,474,440000,2
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5330,41.0,1196,298,8,1652,3,4,2,499,1494,1652,2,6,2000,2000,475,251000,1
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8480,80.0,630,340,5,970,2,2,2,624,970,970,1,5,1963,1963,476,132500,0
476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13125,75.0,994,484,6,1493,2,3,2,508,1478,1493,2,7,1997,1998,477,208900,3
477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13693,105.0,0,2153,9,2643,4,4,3,694,2153,2069,2,9,2006,2006,478,380000,2
478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10637,79.0,1288,417,8,1718,3,3,3,826,1705,1718,2,7,2007,2008,479,297000,1
479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5925,50.0,168,739,4,1131,2,2,2,672,907,1131,1,7,1937,2000,480,89471,0
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16033,98.0,1261,572,9,1850,3,3,3,772,1833,1850,2,8,2004,2005,481,326000,2
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11846,72.0,1567,225,9,1792,3,4,3,874,1792,1792,2,6,2003,2004,482,374000,2
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2500,50.0,299,611,7,1826,3,4,1,164,910,916,1,7,1915,2005,483,155000,0
483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4500,32.0,897,319,6,1216,2,2,2,402,1216,1216,2,5,1998,1998,484,164000,3
485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9600,80.0,607,506,5,1113,3,3,1,264,1113,1113,1,5,1950,2007,486,147000,0
486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10289,79.0,836,237,5,1073,2,2,2,515,1073,1073,1,6,1965,1965,487,156000,0
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12243,70.0,998,486,5,1484,2,2,2,487,1484,1484,2,7,1971,1971,488,175000,3
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10800,60.0,664,290,5,2414,2,2,2,520,954,1766,2,10,1900,1970,489,160000,0
489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1526,21.0,515,115,4,630,2,3,1,286,630,630,1,3,1970,2002,490,86000,0
491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9490,79.0,403,238,6,1578,2,1,1,240,806,958,1,5,1941,1950,492,133000,0
492,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15578,105.0,0,728,6,1456,3,2,2,429,728,728,2,8,2006,2006,493,172785,3
493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7931,70.0,374,363,5,1269,2,2,1,308,1269,1269,1,6,1960,1960,494,155000,0
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5784,50.0,0,190,5,886,2,2,1,273,190,886,1,4,1938,1996,495,91300,0
495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7879,60.0,495,225,4,720,2,2,0,0,720,720,1,4,1920,1950,496,34900,0
497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9120,60.0,329,697,7,1820,2,2,1,240,1026,1133,2,8,1925,1950,498,184000,3
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7800,65.0,450,414,5,899,2,3,1,288,864,899,1,5,1967,2004,499,130000,0
499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7535,70.0,111,522,5,912,2,2,1,297,912,912,1,5,1958,1985,500,120000,0
500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1890,21.0,356,316,6,1218,2,2,1,264,672,672,1,7,1973,1973,501,113000,0
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9803,75.0,400,466,7,1768,3,3,2,603,866,866,2,7,2005,2005,502,226700,1
502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9170,70.0,698,420,5,1214,2,2,2,461,1214,1214,1,6,1965,1965,503,140000,0
503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15602,100.0,1247,254,7,1801,2,2,2,484,1501,1801,2,6,1959,1997,504,289000,1
504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2308,24.0,257,103,6,1322,2,2,2,440,855,855,2,6,1974,1974,505,147000,0
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7596,60.0,0,960,5,1960,2,2,2,400,960,960,2,10,1952,1952,506,124500,0
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9554,80.0,380,397,8,1911,3,3,2,471,777,1065,2,8,1993,1994,507,215000,3
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7862,75.0,27,1191,6,1218,3,3,2,676,1218,1218,2,4,2009,2009,508,208300,3
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9600,60.0,141,548,7,1378,2,3,2,360,689,689,2,7,1928,2005,509,161000,3
509,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9600,80.0,991,50,5,1041,2,2,1,270,1041,1041,1,6,1959,1959,510,124500,0
510,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14559,75.0,650,178,5,1363,3,2,1,288,1008,1363,1,6,1951,2000,511,164900,3
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6792,40.0,0,1368,7,1368,3,3,2,474,1368,1368,2,6,2005,2006,512,202665,3
512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9100,70.0,521,169,5,864,2,2,2,624,864,864,1,5,1958,1958,513,129900,0
513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9187,71.0,336,748,6,1080,2,2,2,484,1084,1080,1,5,1983,1983,514,134000,0
514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10594,55.0,0,768,5,789,2,2,1,200,768,789,1,5,1926,1950,515,96500,0
515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12220,94.0,1436,570,10,2020,4,4,3,900,2006,2020,2,9,2009,2009,516,402861,2
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10208,79.0,0,1264,7,2344,3,3,3,889,1264,1277,2,7,1996,1997,518,265000,1
519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10918,53.0,0,1276,7,2080,3,3,1,282,1276,1276,1,9,1926,2004,520,234000,1
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,60.0,0,0,4,1294,2,2,0,0,0,694,2,7,1900,2000,521,106250,0
521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11988,90.0,777,467,6,1244,2,2,1,336,1244,1244,1,6,1957,1957,522,150000,0
522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000,50.0,399,605,6,1664,2,2,2,420,1004,1004,2,7,1947,1950,523,159000,3
523,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40094,130.0,2260,878,10,4676,4,4,3,884,3138,3138,3,11,2007,2008,524,184750,3
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11787,95.0,719,660,7,2398,3,3,3,834,1379,1383,2,8,1996,1997,525,315750,2
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7500,62.0,0,1257,7,1266,3,3,2,453,1257,1266,2,6,2005,2005,526,176000,3
526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13300,70.0,377,551,5,928,2,2,1,252,928,928,1,4,1956,2000,527,132000,0
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14948,67.0,1330,122,9,2713,4,4,3,858,1452,1476,2,11,2008,2008,528,446261,2
528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9098,58.0,348,180,4,605,2,2,0,0,528,605,1,5,1920,2002,529,86000,0
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10200,85.0,783,678,6,1509,3,3,2,600,1461,1509,2,5,1988,1989,531,175000,3
531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6155,60.0,0,611,6,1362,2,2,2,502,611,751,2,6,1920,1999,532,128000,0
532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7200,60.0,0,0,5,827,2,2,1,392,0,827,1,5,1955,2007,533,107500,0
533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,50.0,0,0,1,334,1,1,0,0,0,334,1,2,1946,1950,534,39300,0
534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9056,74.0,0,707,8,1414,3,3,2,403,707,707,2,6,2004,2004,535,178000,3
535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,70.0,969,148,5,1347,2,2,0,0,1117,820,1,5,1910,1991,536,107500,0
536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8924,57.0,0,880,7,1724,2,3,2,527,880,880,2,8,1998,1999,537,188000,3
540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14601,85.0,1260,578,9,1838,4,4,3,765,1838,1838,2,8,2006,2006,541,315000,2
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10140,78.0,144,379,7,1680,3,3,2,583,1650,1680,2,7,1998,1999,543,213250,3
543,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4058,34.0,584,0,7,767,2,2,1,367,723,767,1,4,1998,1998,544,133000,0
544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17104,58.0,554,100,7,1496,3,3,2,426,654,664,2,7,2006,2006,545,179665,3
546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8737,70.0,300,765,6,1635,2,2,2,440,1065,915,1,6,1923,1950,547,210000,3
547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7244,54.0,619,149,5,768,2,2,2,624,768,768,1,5,1970,1970,548,129500,0
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8235,49.0,180,0,5,825,2,2,2,720,825,825,1,4,1955,1995,549,125000,0
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9375,75.0,0,912,7,2094,3,3,2,615,912,912,2,8,2003,2004,550,263000,1
550,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4043,53.0,559,510,6,1069,2,2,2,440,1069,1069,2,4,1977,1977,551,140000,0
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6000,50.0,308,620,5,928,2,2,1,288,928,928,1,5,1957,1957,552,112500,0
